ctrb,spk_freq,channel
1.4681212345033612,34.873333333333335,28
1.4022701164286366,82.09666666666666,46
1.3539243732918018,36.89666666666667,26
1.3035761648473019,52.12,73
1.300614202312739,142.55333333333334,54
1.2831776742468124,63.06666666666667,53
1.2791332161443012,2.51,35
1.2658059253949612,208.34,48
1.2510453507414006,270.2133333333333,52
1.2463814125220285,51.0,17
1.223931192034157,170.06333333333333,84
1.2218242477547097,172.49333333333334,23
1.2211574007952763,170.59333333333333,38
1.2204188667977793,80.29666666666667,16
1.2145315600351605,432.3066666666667,64
1.192281415280628,10.693333333333333,62
1.182388164155812,58.73,47
1.160624003754541,179.66666666666666,14
1.1581151400772367,25.93,51
1.1425281951373765,214.35666666666665,45
1.1243181374450693,1.03,61
1.1203409632480683,7.4366666666666665,37
1.1178784310384513,10.933333333333334,24
1.114074392853745,39.29666666666667,74
1.105360229866326,84.38,27
1.1001304969273142,9.136666666666667,22
1.0956389945626888,87.89,33
1.09236834484756,0.9733333333333334,71
1.0858899830586897,24.99,25
1.085161806050958,52.01,34
1.0839800749273405,60.05,13
1.0775805831221497,12.48,36
1.0772887279680203,4.963333333333333,12
1.0769085357243844,131.36,65
1.0647316845626191,148.81333333333333,57
1.0459195952542553,128.75333333333333,41
1.0442579019883438,121.55333333333333,58
1.042797439525532,1.3533333333333333,21
1.0379170746607165,0.7833333333333333,15
1.0343373030205425,9.243333333333334,67
1.0322519243606256,47.01,55
1.0316081520215605,154.99333333333334,43
1.0224912885409898,5.54,31
1.022407329572085,266.87333333333333,44
1.0215173783096487,55.22,75
1.0192837728785062,103.43666666666667,63
1.0123106796736132,247.01666666666668,83
1.0111841871237273,16.133333333333333,32
1.009238282659857,0.7066666666666667,77
1.0,266.32,42
1.0,47.98,72
1.0,204.07333333333332,82
1.0,219.64666666666668,85
1.0,33.52333333333333,86
1.0,40.10666666666667,76
1.0,0.9466666666666667,87
1.0,37.806666666666665,66
1.0,6.36,78
1.0,0.8833333333333333,68
1.0,181.45,56
