ctrb,spk_freq,channel
1.438645915148777,147.43333333333334,28
1.3536772333232836,109.56,45
1.3535441222857205,5.6866666666666665,25
1.3300493719297517,122.20666666666666,48
1.3085044239912715,43.89,35
1.3062313279813895,93.98,16
1.2873286017121521,0.6566666666666666,71
1.275215099620864,1.8,46
1.2700312090051011,89.31666666666666,47
1.2692473849548054,39.04333333333334,23
1.2184963033722218,1.4833333333333334,27
1.2177725008530271,9.4,44
1.2055702796044505,63.59,12
1.1785625812788392,0.93,76
1.1778046774059872,0.9933333333333333,62
1.1613105207497973,11.983333333333333,17
1.15981200600391,12.166666666666666,32
1.1572673900689294,118.20666666666666,14
1.1533183374756804,24.813333333333333,36
1.1517941096660695,87.85666666666667,43
1.1514659084053747,1.8933333333333333,64
1.1421868919722837,4.833333333333333,83
1.1361922000899596,75.69666666666667,26
1.1315861801169866,80.12333333333333,37
1.129936942234603,0.7866666666666666,15
1.1267442502521186,8.906666666666666,38
1.125824330593292,0.8333333333333334,84
1.1137755677491754,71.45333333333333,54
1.1043859572254475,0.7266666666666667,87
1.10078295854431,39.516666666666666,22
1.0992532368619305,0.8033333333333333,73
1.0964741026583238,35.483333333333334,67
1.086608317991238,57.8,34
1.0858104971477154,1.82,61
1.081574588240903,29.526666666666667,41
1.0715691478890241,61.29,31
1.0686794976065899,100.02666666666667,24
1.0660516977360195,96.93666666666667,65
1.056828128478168,7.533333333333333,13
1.056021712978911,6.493333333333333,53
1.0545705473138016,107.60666666666667,57
1.053173663142796,0.8466666666666667,75
1.0522173805871133,120.43666666666667,33
1.0481786952702081,0.8666666666666667,74
1.0413513470399876,3.546666666666667,85
1.0299182486472502,196.38,66
1.0254194842202842,23.413333333333334,21
1.022378909425989,61.28666666666667,86
1.021896911589999,0.7966666666666666,77
1.0109391986218401,98.57,51
1.0109346968617245,2.183333333333333,58
1.010838715046877,3.48,72
1.0106676787614615,17.02,63
1.0103865969658352,26.12,52
1.0103715953155816,41.29,56
1.0,67.98,42
1.0,1.1766666666666667,82
1.0,0.9866666666666667,78
1.0,0.86,68
1.0,57.03,55
